wl [micr]	MAD [ppm]
2.8365859985351562	5589.861763029003
2.8505303859710693	5626.00906212074
2.864410638809204	5621.915174819359
2.8782293796539307	5575.093477155901
2.891986846923828	5802.578279312742
2.905684232711792	5841.2995059449195
2.9193198680877686	5844.987585308603
2.932896614074707	8219.053316403935
2.9464151859283447	6610.0855509655385
2.9598705768585205	6333.29967316687
2.9732656478881836	6015.017785044874
2.986604928970337	6139.530772245383
2.999887466430664	11427.949084468091
3.0131139755249023	7506.0366471229045
3.0262863636016846	53443.6196043313
3.0394036769866943	6356.198141761027
3.052467107772827	6462.84490586746
3.0654783248901367	6457.268704844532
3.078435182571411	6868.865738058894
3.091341018676758	6508.576031243884
3.1041948795318604	7532.755406895464
3.116997480392456	6563.754076881034
3.1297502517700195	6759.152092171706
3.142451763153076	7199.666734170496
3.1551051139831543	7158.728235946876
3.167708158493042	6962.20027413097
3.1802639961242676	9851.66470318366
3.19277024269104	6993.9131527363415
3.2052297592163086	7069.370101809081
3.2176411151885986	6972.0451923565015
3.230006694793701	7033.882458342245
3.2423255443573	7334.609709472528
3.2545993328094482	10652.75200144511
3.266827344894409	7859.340538139081
3.279010534286499	7382.8504380064605
3.291149854660034	7509.91502176701
3.3032443523406982	15467.247640873371
3.3152964115142822	7887.679224489519
3.3273041248321533	8019.978766145464
3.3392701148986816	6993.388054862048
3.351193428039551	11822.298897293693
3.363074541091919	7845.539634882659
3.3749148845672607	7636.761836607331
3.3867135047912598	7864.942706104383
3.3984713554382324	8038.890782749108
3.410189390182495	7959.096198186577
3.4218671321868896	8090.722467757993
3.43351149559021	8848.922585854347
3.4451167583465576	44114.36826246073
3.4566824436187744	8204.004732319303
3.4682095050811768	8385.241886463835
3.479698896408081	8161.9546102431605
3.49114990234375	8243.843751109536
3.5025627613067627	8435.275046545732
3.513939142227173	8418.74513726082
3.5252788066864014	8402.974552514042
3.536580801010132	8791.027253410188
3.547846794128418	8517.992048723721
3.559077024459839	8683.160894324083
3.570272207260132	8980.838132702562
3.581430435180664	8804.679184126086
3.5925540924072266	8997.790889935797
3.6036431789398193	9391.362197330389
3.6146981716156006	9334.143677235395
3.625718832015991	9190.106601652758
3.636704921722412	9284.026000538015
3.6476573944091797	9409.359843812526
3.6585755348205566	9604.463894167136
3.6694562435150146	10400.099993396529
3.6803042888641357	13255.570294938068
3.691119432449341	10802.013263726762
3.701901912689209	9530.003619008909
