	wavelength	bin_width	rp^2_value	rp^2_errorneg	rp^2_errorpos
0	2.836586	0.006972313	0.0223210015546967	0.0002470277315868	0.0002319732814948
1	2.8505144	0.0069561005	0.0223145024158374	0.0001998504485636	0.0001902120025621
2	2.8643951	0.0069247484	0.0221286651270544	0.0001946212892003	0.0001712554445108
3	2.878214	0.0068939924	0.021867803263022	0.0001825512998871	0.000163337875978
4	2.8919718	0.0068638325	0.0222527426234401	0.0001260725129385	0.0001227542096926
5	2.9056687	0.0068331957	0.0222666951070645	0.0002008687226813	0.0001536943174021
6	2.9193053	0.006803155	0.0220584374006245	0.0002097657364183	0.0001545698913323
7					
8	2.9463992	0.0067435503	0.0219421334203158	0.0002291877523438	0.000282005061988
9	2.9598556	0.006712556	0.02173168028336	0.0002189228501412	0.0001660834376094
10	2.9732516	0.006683588	0.0218464417445136	0.0002172997981065	0.0001925776485026
11	2.9865906	0.0066554546	0.021798279735365	0.0002194733941377	0.0002761603502587
12					
13	3.0131004	0.0065996647	0.0217383829233319	0.0003356985721644	0.0002957658278276
14					
15	3.03939	0.006545186	0.0219650586415685	0.0002277606589463	0.0002155262985851
16	3.052454	0.0065187216	0.0216503519643144	0.0002208880968312	0.0002219656893756
17	3.0654647	0.0064918995	0.021224594029666	0.0002647583167173	0.0002232509117968
18	3.0784223	0.0064656734	0.0216751410467469	0.0001365723214059	0.000264583659446
19	3.091328	0.0064399242	0.0217682481624403	0.0001999627238615	0.0001621130070481
20	3.104182	0.006414175	0.02198125597965	0.0002148236942677	0.0001709808992516
21	3.116985	0.0063889027	0.021407702245766	9.30529451534448e-05	9.5246241164363e-05
22	3.1297374	0.006363511	0.0215667098337635	0.0002144405622757	0.0002091655776605
23	3.1424398	0.0063387156	0.0214823200221288	0.0002468370789579	0.0002766832668891
24	3.1550925	0.006314039	0.0215767858714686	0.000263935940082	0.0002429001109754
25	3.1676962	0.0062897205	0.0214019636918999	0.0002006932222669	0.0001839056340416
26					
27	3.1927586	0.0062413216	0.0217783922957178	0.0001730539542898	0.0001546644451353
28	3.2052176	0.006217718	0.021866836421889	0.0001996025384294	0.0001853942087939
29	3.2176297	0.006194353	0.0212251528650407	0.0001722213370366	0.0002074550557479
30	3.229995	0.006170988	0.0212546371662822	0.0002383067155069	0.0002608999733177
31	3.2423143	0.006148219	0.0211323429921491	0.0003372123210945	0.0002000428231893
32					
33	3.2668161	0.0061028004	0.0212445898332319	0.0001830772129509	0.0001681288223311
34	3.2789996	0.0060806274	0.0211011732095035	0.0001899949945042	0.0001667004306433
35	3.2911386	0.0060584545	0.0213486170570841	0.0003203520021785	0.0002720421459272
36					
37	3.3152852	0.006014943	0.0212128958472089	0.0002341061038863	0.0002230857439204
38	3.3272939	0.0059934855	0.0213680121713239	0.000315927248276	0.0002456524159488
39	3.3392596	0.005972266	0.0215720717229159	0.0002090547877405	0.0001651072681972
40					
41	3.3630643	0.0059304237	0.0213956271482335	0.0002359962970865	0.0002094016110414
42	3.3749044	0.0059096813	0.0215349452686577	0.0001957321458047	0.0001690615312859
43	3.3867033	0.0058891773	0.0216005634889806	0.0002167624151548	0.0001883723691288
44	3.3984613	0.0058689117	0.0217432150628008	0.0002059772209576	0.0001770514333912
45	3.4101791	0.005849004	0.02109349478506	0.0003171164628383	0.0002412919317866
46	3.4218588	0.0058305264	0.0215955966986066	0.0002308751197894	0.0002039452420576
47	3.4335017	0.0058124065	0.0213732652882567	0.0002656070476137	0.000244300308921
48					
49	3.4566727	0.0057731867	0.0211458575496833	0.0002953658077323	0.0002304089693279
