	wavelength	bin_width	rp^2_value	rp^2_errorneg	rp^2_errorpos
0	2.836586	0.006972313	0.0221712757127511	0.0002109972429261	0.0001922979568671
1	2.8505144	0.0069561005	0.0222576132126779	0.0001729384636341	0.0001661309891132
2	2.8643951	0.0069247484	0.0219521922137456	0.000113735755381	0.0001763195220463
3	2.878214	0.0068939924	0.0220762386840227	0.0003090585485654	0.0002524993314556
4	2.8919718	0.0068638325	0.0222430686977906	0.0001485379756118	0.000147883088366
5	2.9056687	0.0068331957	0.0222620426638342	0.0001864048707845	0.0001610944904239
6	2.9193053	0.006803155	0.022087027487094	0.0002214828438121	0.0001950910282943
7	2.932882	0.0067737103	0.0218846403529511	0.0001711931338006	0.0002019707503166
8	2.9463992	0.0067435503	0.0219324054217235	0.0002304503528486	0.0002235861918816
9	2.9598556	0.006712556	0.0217794239652928	0.0002200616133236	0.0002028384346551
10	2.9732516	0.006683588	0.0217077705248628	0.0002081690456435	0.0002169469979916
11	2.9865906	0.0066554546	0.0218703468583632	0.0002147258847112	0.000180267318344
12	2.9998734	0.0066273212	0.0218203068136223	0.00012824722997	0.0001693127826514
13	3.0131004	0.0065996647	0.0216562927873166	0.0002705478867796	0.0002660560942062
14	3.0262725	0.006572485	0.0218408560159898	0.0002911066365102	0.0002389354891715
15	3.03939	0.006545186	0.0219589892883063	0.0002809404521331	0.0002505913318435
16	3.052454	0.0065187216	0.0215965663899704	0.0003021763104313	0.0002984959269674
17	3.0654647	0.0064918995	0.0211473406141044	0.0002077288445621	0.0001979936302657
18	3.0784223	0.0064656734	0.0217142224731495	0.0002587735157746	0.0002513524535499
19	3.091328	0.0064399242	0.0216764288721438	0.00021522296895	0.0001962387335197
20	3.104182	0.006414175	0.0219525612701287	0.0001967676067842	0.0001888636813221
21	3.116985	0.0063889027	0.021390027741463	0.0001730979686358	0.0001875855720643
22	3.1297374	0.006363511	0.0215755591899375	0.0002725221073973	0.0002106204669572
23	3.1424398	0.0063387156	0.0214054199029906	0.0003687399675002	0.0002986199964219
24	3.1550925	0.006314039	0.0215396156899273	0.0002488611817514	0.0002134683532274
25	3.1676962	0.0062897205	0.0213828150124768	0.0002304989654917	0.0002096328821768
26	3.1802516	0.0062656403	0.0216628740554191	0.0001972444125746	0.0002253706547251
27	3.1927586	0.0062413216	0.0217316224292239	0.0001799981880307	0.0001880190157776
28	3.2052176	0.006217718	0.0218809743658877	0.0002374012957901	0.0002041188312508
29	3.2176297	0.006194353	0.0212863799244993	0.0002694166704578	0.0001860917268141
30	3.229995	0.006170988	0.0211503975630115	0.0002287345222988	0.000230047325925
31	3.2423143	0.006148219	0.0211086662348859	0.0002177021092439	0.0002362248630204
32	3.254588	0.00612545	0.0213619684674205	0.0002198784073382	0.0002091858671983
33	3.2668161	0.0061028004	0.0213066248351419	0.000224730926163	0.0001907930560837
34	3.2789996	0.0060806274	0.0211904344791445	0.0002758763947354	0.0002421373766149
35	3.2911386	0.0060584545	0.0212232075678933	0.0002218638082399	0.0002635850509856
36	3.3032336	0.006036639	0.0209365495717838	0.0002878651913707	0.00017668080132
37	3.3152852	0.006014943	0.0210701660923532	0.0002965612603567	0.000246784089613
38	3.3272939	0.0059934855	0.0215544306393482	0.0003940287294306	0.0003236017102539
39	3.3392596	0.005972266	0.0215378036349122	0.0002323352537322	0.0001924545172111
40	3.351183	0.005951047	0.0217186118820344	0.0001992262394688	0.0003227801968805
41	3.3630643	0.0059304237	0.021300673079501	0.0002480550067767	0.0001993277400442
42	3.3749044	0.0059096813	0.0214734713890539	0.0002378165639928	0.0002180992797348
43	3.3867033	0.0058891773	0.0215915378720617	0.0002621559408839	0.0002071426564933
44	3.3984613	0.0058689117	0.0217455691983761	0.0002364454250168	0.0001934771689601
45	3.4101791	0.005849004	0.0210525019004826	0.0003285061352102	0.0002680393148498
46	3.4218588	0.0058305264	0.021602567398285	0.000298622835703	0.0002410807357032
47	3.4335017	0.0058124065	0.0212104696230438	0.0003114192174182	0.0002515838769748
48	3.445107	0.005792737	0.0213808240846084	0.0002036853940665	0.0001540317562711
49	3.4566727	0.0057731867	0.0211126767833782	0.0002900757418757	0.0002308341043445
50	3.4682002	0.005754113	0.0217244125936273	0.0002627017852508	0.0001625537113519
51	3.4796894	0.005735159	0.021486027211712	0.0002601568938549	0.0002014364700731
52	3.4911404	0.005715847	0.0215274863428545	0.0003126210092964	0.0002383113991341
53	3.5025535	0.0056973696	0.0214307335430648	0.0002834930315958	0.0002474816926135
54	3.5139298	0.0056790113	0.0212332492294582	0.0002527763616251	0.0002748702095448
55	3.5252695	0.0056604147	0.0213762625950111	0.0002344898670621	0.0002643465074513
56	3.536572	0.0056420565	0.021082244918841	0.0004013504227889	0.0003123898349234
57	3.547838	0.005624056	0.0213598463610517	0.0002739707952496	0.0002572141001224
58	3.5590682	0.0056062937	0.0213690048425588	0.0004060903872457	0.0002267710322685
59	3.570263	0.0055884123	0.0212205643136416	0.0003736185788544	0.0003337712056318
60	3.5814219	0.0055704117	0.0215782314292318	0.000329888341002	0.0002438888726874
61	3.5925455	0.0055532455	0.0211877674377182	0.0003743660863373	0.0003022056439742
62	3.6036348	0.00553596	0.0208708594118973	0.0002032457857004	0.0002482266007184
63	3.6146896	0.0055189133	0.0212781176537136	0.0002772081781595	0.000221229311195
64	3.62571	0.005501628	0.0212752424034507	0.0003638653859255	0.0003069067852468
65	3.6366963	0.0054847	0.0214386721439876	0.0002890834043138	0.0002781189681305
66	3.6476488	0.0054676533	0.0213687557552318	0.0004382773314283	0.0001940451623054
67	3.658566	0.0054496527	0.0210011479284575	0.0003464102322259	0.0003012476148766
68	3.669448	0.005432248	0.021622198530315	0.0002119222445271	0.0001029081336936
69	3.680296	0.0054157972	0.0212627569619693	0.0004687440555306	0.000296660473523
70	3.6911113	0.0053994656	0.0212261178226335	0.0003863006363965	0.0003402459008479
71	3.701894	0.005383253	0.020868123090996	0.0002694815434563	0.0002622191116737
72	3.7126448	0.0053675175	0.0209212915355425	0.0002992143336459	0.0003039471591522
73	3.723364	0.005351782	0.0212497695273454	0.0003207578465853	0.0003090260121918
74	3.7340522	0.0053361654	0.0212720214390063	0.0002733587397679	0.0002592786202457
75	3.744709	0.005320668	0.0213633902315634	0.0002605025071179	0.0002519011063288
76	3.7553346	0.005305052	0.0207105082056373	0.000440228728439	0.0003994430688335
77	3.7659292	0.0052895546	0.0213977267265326	0.0002854757540285	0.0002536328155092
78	3.7764933	0.005274534	0.021057262717008	0.0003110879975693	0.0002805226398535
79	3.7870274	0.0052593946	0.0208103883463208	0.0003578107578368	0.0002892428099651
80	3.7975311	0.0052444935	0.0209344855681241	0.0003140602012667	0.0002584501871391
81	3.8080053	0.0052295923	0.0212249707979846	0.0003308761235108	0.0002870212090001
82	3.8184497	0.0052149296	0.0210294350455416	0.0003765509565439	0.0003118171001269
83	3.828865	0.005200386	0.0209739648354253	0.0003003826371555	0.0002621073293299
84	3.8392513	0.0051858425	0.0209031450309946	0.0004482582526302	0.0003313219694
85	3.8496087	0.0051715374	0.021126019559358	0.0003929537215734	0.0003529821646511
86	3.8599372	0.005157113	0.0204936471925039	0.0003580029805811	0.0003188794354452
87	3.8702374	0.0051430464	0.0211519362518596	0.0002865203991891	0.0002512399445981
88	3.8805094	0.0051287413	0.0210966678052871	0.0004173576009595	0.0003924864617762
89	3.8907518	0.005113721	0.0203376568045069	0.0006443040493414	0.0006289557182108
90	3.9009643	0.0050988197	0.0211892985789898	0.0002971014289067	0.00031262885545
91	3.9111483	0.00508523	0.0213668275548585	0.0003062341666067	0.0002699644645481
92	3.921305	0.0050714016	0.0208792060503009	0.0003427021162704	0.0003032180486302
93	3.9314342	0.0050578117	0.0212634007526234	0.0003898729275856	0.0003471723272382
94	3.9415364	0.0050444603	0.0213726800724323	0.0003345813564098	0.0002968174764343
95	3.951612	0.005031228	0.0210960458901575	0.0002700235864665	0.0002570740919892
96	3.9616613	0.0050178766	0.020648707091341	0.0002918243456066	0.0002926642639594
97	3.9716837	0.0050046444	0.0214715076286775	0.000325919229556	0.0003039969031476
98	3.98168	0.0049915314	0.0208771203970235	0.000293896999689	0.0003029264838068
99	3.99165	0.004978657	0.0213258628551468	0.0003051845663644	0.0002870415064587
